fix_identifier,state,description
SOMVE,SOUTH CAROLINA,33-38-26.9000N 078-55-06.9800W
SONAR,TEXAS,EFD*T*046.00/5.00 29-39-30.6400N 095-05-07.1600W
SONDE,OHIO,MFD*C*270.16 BUD*V*027.72 40-51-18.9700N 082-55-55.8100W
SONDR,WASHINGTON,47-07-25.6900N 122-20-56.3000W
SONDY,CALIFORNIA,40-05-41.1100N 121-07-21.0200W
SONEI,MISSISSIPPI,MEM*C*153.00/36.00 34-28-28.3000N 089-39-54.2500W
SONEL,TENNESSEE,36-28-10.9600N 086-25-36.6300W
SONES,FLORIDA,PIE*C*178.01/6.55 CWT*LD*176.31/7.77 27-47-56.7800N 082-40-09.6100W
SONET,TEXAS,AGJ*C*036.00/41.89 ACT*C*271.00/17.45 31-42-45.0400N 097-36-17.4500W
SONEY,CONNECTICUT,GON*D*062.00/11.74 PVD*D*244.89 ORW*D*145.92 41-27-40.4500N 071-51-30.9000W
SONGE,NEW MEXICO,FMN*LD*E CRS/6.50 36-44-39.0400N 108-06-21.2400W
SONGS,TEXAS,29-52-44.6200N 095-03-18.8500W
SONIA,FLORIDA,CRG*C*315.28/18.29 CZH*LS*316.53 30-32-38.8800N 081-46-15.9200W
SONIQ,CALIFORNIA,35-08-26.5300N 117-25-19.2600W
SONJA,NEW JERSEY,OOD*C*185.31 VCN*D*244.47 MIV*LS*280.02 39-22-00.8100N 075-16-28.4800W
SONNC,FLORIDA,26-47-24.8200N 079-57-47.1500W
SONNE,CALIFORNIA,37-01-59.5600N 120-47-56.7200W
SONNI,TEXAS,LLO*C*251.49/5.00 30-46-51.8600N 098-52-57.0200W
SONNY,CALIFORNIA,FMG*C*157.55/72.12 MVA*C*242.08 38-20-08.6900N 119-29-04.2900W
SONNZ,FLORIDA,25-21-20.4100N 080-14-54.4100W
SONOC,NEW YORK,FOK*T*243.01/2.50 40-48-39.4700N 072-40-25.9900W
SONOY,WISCONSIN,42-37-41.8400N 088-03-14.2700W
SONRA,ARIZONA,IWA*C*079.00/30.00 33-17-03.3000N 111-03-19.3200W
SONRY,VIRGINIA,38-16-05.4100N 078-54-48.5400W
SONYA,TEXAS,SPS*C*277.51/52.00 34-14-40.1000N 099-35-25.7000W
SONZZ,NEVADA,40-05-15.0000N 115-52-12.0000W
SOOBY,VIRGINIA,37-37-31.6600N 077-31-50.8600W
SOOIE,CALIFORNIA,37-25-42.8600N 121-36-27.5000W
SOOKI,MARYLAND,39-07-06.1800N 076-31-20.2300W
SOOKS,OREGON,44-29-39.0700N 119-49-36.5700W
SOOLU,ILLINOIS,42-11-46.9500N 088-08-51.7000W
SOONE,GEORGIA,33-04-38.6400N 084-12-18.7300W
SOONR,OKLAHOMA,IRW*C*153.50 PHY*LE*213.21*SW CRS/5.50 35-10-30.8700N 097-31-48.5300W
SOONU,DELAWARE,OOD*C*243.73 DQO*C*184.00/12.05 39-28-41.6400N 075-34-47.8900W
SOOOP,SOUTH CAROLINA,32-22-23.0000N 080-33-51.0000W
SOOPR,TEXAS,30-00-25.4300N 095-10-09.3100W
SOORD,PENNSYLVANIA,41-03-16.8400N 080-09-07.7400W
SOORY,OFFSHORE ATLANTIC,38-30-00.0000N 060-16-03.3000W
SOOSN,ARIZONA,IGM*D*302.92/30.00 35-37-53.3600N 114-20-42.5400W
SOOTO,OHIO,41-33-50.9800N 081-26-46.9600W
SOOZN,WASHINGTON,45-37-00.2300N 122-11-35.9500W
SOPAW,ILLINOIS,37-35-07.9500N 089-15-12.1400W
SOPEA,CALIFORNIA,33-29-06.2500N 116-59-47.9000W
SOPEE,CALIFORNIA,38-20-03.8800N 121-49-29.2000W
SOPHA,OFFSHORE ATLANTIC,27-48-18.0000N 080-01-11.0000W
SOPHE,NORTH CAROLINA,CLT*D* /8.79 PEP*LD*N CRS 35-20-12.3600N 080-57-45.3800W
SOPHI,SOUTH DAKOTA,44-33-09.3200N 103-52-58.6200W
SOPHY,DELAWARE,39-16-18.2100N 075-21-58.5700W
SOPIE,TENNESSEE,BNA*C*272.81/91.29 36-08-37.4800N 088-33-47.9500W
SOPIW,HAWAII,22-23-15.0000N 156-48-26.4000W
SOPKE,NEW MEXICO,35-40-51.1400N 105-07-10.3200W
SOPLE,NEW MEXICO,34-14-25.1900N 103-09-31.0800W
SOPNE,OKLAHOMA,35-09-43.3200N 097-32-30.9300W
SOPOC,ILLINOIS,39-05-01.1300N 089-26-04.9700W
SOPOE,LOUISIANA,32-09-54.6900N 093-45-16.7800W
SOPPA,NEW MEXICO,34-40-50.4800N 106-34-16.4200W
SOPTE,WYOMING,OCS*D*265.47/20.00 41-38-18.5800N 109-27-18.1600W
SOQSY,ARIZONA,33-51-45.4700N 111-52-17.7300W
SOQZU,NEBRASKA,41-51-37.9600N 098-16-02.3900W
SORAE,PENNSYLVANIA,40-14-53.5000N 075-11-52.6200W
SOREE,IDAHO,BYI*D*228.98/15.96 TWF*C*073.00/13.00 TWF*LS*078.32*E CRS 42-28-32.5500N 114-11-48.1200W
SOREY,OFFSHORE ATLANTIC,NTU*T*063.00/10.00 36-55-28.3300N 075-52-15.7600W
SORGE,NEBRASKA,41-01-34.6600N 097-14-25.2200W
SORGO,FLORIDA,LAL*C*070.99/9.00 28-01-57.2800N 081-51-09.6400W
SORKE,WYOMING,SHR*LD*146.32/15.26 44-32-47.4300N 106-50-46.9600W
SORNE,TEXAS,33-10-30.0400N 096-49-15.8300W
SOROE,SOUTH DAKOTA,43-34-48.5600N 096-39-36.6100W
SOROY,TEXAS,JYV*LD*086.96/4.04 29-59-36.4500N 095-16-52.0400W
SORPE,IOWA,41-57-51.2300N 091-26-21.6200W
SORPY,ALASKA,DUT*RD*351.00/7.75 54-02-02.7600N 166-32-52.3200W
SORRD,TEXAS,COT*C*257.00/6.00 28-27-17.8900N 099-13-54.1800W
SORRI,KENTUCKY,37-11-59.0300N 083-53-37.9200W
SORRY,CONNECTICUT,PWL*D*135.44/31.52 CMK*D*076.76/28.12 HFD*D*258.44/23.30 MAD*D*317.05/17.70 LGA*D*054.52/56.80 41-28-43.1000N 073-01-02.6700W
SORTT,KENTUCKY,38-10-24.0500N 085-26-47.1400W
SORUE,MISSOURI,38-39-19.0300N 090-36-27.2000W
SOSBE,ALABAMA,34-50-09.3600N 087-36-47.7300W
SOSCO,WYOMING,GCC*D*341.00/0.55 44-21-24.4700N 105-32-44.5300W
SOSEE,COLORADO,38-29-18.7100N 105-54-14.8300W
SOSHA,CALIFORNIA,35-36-18.0000N 118-53-03.0000W
SOSIC,MICHIGAN,CRL*D*355.26/11.00 42-13-47.1100N 083-29-26.9800W
SOSME,VIRGINIA,37-58-30.7700N 079-06-38.1200W
SOSOC,TEXAS,27-19-14.7000N 099-28-27.2000W
SOSOE,MISSISSIPPI,LBY*C*020.22/18.16 31-41-34.9000N 089-11-11.2600W
SOSOY,NEVADA,CUA*LD*193.91/7.34 35-59-20.3200N 115-13-10.9200W
SOSPE,KANSAS,DDC*C*052.00/39.00 38-10-25.6300N 099-17-30.4000W
SOSRE,GEORGIA,30-59-10.8200N 082-41-40.2300W
SOSSO,ILLINOIS,41-57-48.8500N 089-33-20.1900W
SOSUE,WYOMING,JAC*LD*006.52/4.46 43-40-00.3500N 110-42-31.4800W
SOSVE,ALABAMA,32-36-36.9200N 086-34-05.8500W
SOSYO,MASSACHUSETTS,GDM*D*111.00/28.00 42-29-14.4500N 071-25-55.7500W
SOSYY,CALIFORNIA,34-29-09.6000N 120-05-24.6000W
SOTEE,WASHINGTON,BFI*LD*315.20/4.94 47-35-13.1600N 122-21-02.4800W
SOTGE,ALASKA,69-45-27.9500N 144-26-07.6800W
SOTHA,NORTH DAKOTA,46-11-12.5700N 098-42-38.5500W
SOTHH,SOUTH CAROLINA,34-24-39.0000N 082-09-24.0000W
SOTLE,LOUISIANA,29-56-04.7300N 093-07-21.2900W
SOTME,TEXAS,RND*C*144.60/17.50 29-16-00.7200N 098-06-59.1200W
SOTOE,ALASKA,55-12-41.2500N 162-33-02.2300W
SOTOO,NEVADA,36-17-22.5500N 116-13-14.1200W
SOTOW,MONTANA,47-36-53.6900N 111-10-05.4900W
SOTOY,FLORIDA,30-16-52.0800N 084-06-36.4600W
SOTRE,GEORGIA,33-32-44.9900N 084-44-58.7200W
SOTTE,WISCONSIN,43-38-20.8600N 088-43-45.3200W
SOTWO,GEORGIA,33-02-41.0400N 084-25-23.2400W
SOTZU,KENTUCKY,37-07-15.8500N 082-50-34.0200W
SOUCI,MARYLAND,NHK*T*055.00/22.00 38-32-24.4500N 076-04-48.6500W
SOUER,MISSISSIPPI,STF*LE*179.56/6.15 33-20-22.5400N 088-50-44.8900W
SOUKS,INDIANA,40-22-16.0600N 086-07-52.7000W
SOULL,TEXAS,29-30-45.1000N 094-34-47.0900W
SOULS,ALASKA,56-48-59.9500N 132-51-16.7800W
SOUMI,ARIZONA,32-53-01.6500N 114-23-27.0500W
SOUND,NEW YORK,BDR*D*196.65 DPK*D*069.00/8.00 40-51-51.6600N 073-09-22.4900W
SOUPR,MICHIGAN,44-32-00.0000N 083-50-00.0000W
SOUPY,WASHINGTON,HQM*C*068.89/30.00 46-57-47.0700N 123-25-11.1300W
SOVCO,ALASKA,63-10-00.0000N 150-25-00.0000W
SOVDE,COLORADO,DRO*D*120.00/14.00 36-59-26.7800N 107-32-24.3700W
SOVEY,TEXAS,30-31-22.3400N 097-38-05.0100W
SOVGE,KENTUCKY,38-06-28.5900N 085-52-44.3500W
SOVHE,SOUTH DAKOTA,43-20-45.9800N 097-58-06.3300W
SOVIE,GEORGIA,SAV*LD*276.63/7.65 32-07-47.1400N 081-20-09.4400W
SOVKE,MISSOURI,36-55-57.3100N 089-21-33.6000W
SOVOC,OREGON,44-15-18.1800N 122-55-43.1500W
SOVOE,GEORGIA,AHN*D*155.95/22.91 33-35-53.4100N 083-08-18.5400W
SOVOY,TEXAS,35-42-27.9400N 101-11-55.0100W
SOVPE,ALABAMA,33-37-01.5500N 086-00-38.8900W
SOVRE,ALABAMA,31-06-37.5600N 086-05-04.6300W
SOVSE,KENTUCKY,38-18-48.2100N 083-32-35.4100W
SOVVO,OHIO,39-24-45.2700N 084-19-04.0100W
SOWAH,ALASKA,FAI*C*024.00/45.00 65-19-24.0200N 146-44-50.7300W
SOWAL,WASHINGTON,46-09-49.2700N 122-57-10.3000W
SOWAP,OHIO,MXQ*D*319.00/3.98 CVG*C*058.59/47.97 39-28-36.0000N 083-51-42.7200W
SOWAR,NEW MEXICO,34-58-55.1800N 105-52-22.3100W
SOWDO,OHIO,40-04-32.8300N 084-36-35.4500W
SOWEL,CALIFORNIA,ILA*C*035.00/35.00 39-25-15.4900N 121-25-33.9700W
SOWLS,TEXAS,28-40-16.6800N 097-19-56.6000W
SOWMU,FLORIDA,29-21-41.6800N 082-07-40.6200W
SOWND,TENNESSEE,35-04-33.9800N 085-34-42.5500W
SOWSU,WISCONSIN,44-43-16.1200N 090-14-11.3000W
SOWWI,INDIANA,40-02-25.5900N 086-39-15.8700W
SOXAE,OKLAHOMA,36-08-59.4300N 095-53-08.0800W
SOXCO,ALABAMA,31-13-16.5400N 087-13-18.2500W
SOXLE,KANSAS,39-09-49.3700N 094-45-47.0300W
SOXME,INDIANA,39-23-17.6100N 087-23-45.3800W
SOXOE,MISSOURI,39-09-54.8400N 094-21-30.0200W
SOXOW,NORTH DAKOTA,DIK*C*079.11/15.00 46-50-45.0500N 102-24-35.3800W
SOYAR,COLORADO,40-53-49.3800N 105-58-15.3800W
SOYAS,ALASKA,64-14-03.4300N 148-27-48.0200W
SOYBO,IDAHO,BOI*C* /17.56 43-37-12.1900N 116-35-02.4600W
SOYDO,SOUTH DAKOTA,43-04-05.7700N 098-22-02.4700W
SOYER,ALASKA,66-38-22.7100N 150-55-16.2300W
SOYGO,MARYLAND,39-27-36.6900N 079-07-34.1200W
SOYLO,OHIO,39-01-07.6400N 082-23-10.7000W
SOYOB,WISCONSIN,43-55-05.6700N 088-05-05.1300W
SOYOC,NORTH CAROLINA,35-06-15.7300N 077-01-12.5200W
SOYOK,CALIFORNIA,37-44-28.1200N 122-15-51.7800W
SOYOL,MINNESOTA,45-34-20.8000N 093-36-55.7800W
SOYON,SOUTH DAKOTA,45-03-52.3000N 096-41-14.1300W
SOYOP,SOUTH CAROLINA,33-56-57.9500N 081-16-34.6700W
SOYOR,ALASKA,59-48-30.0400N 154-53-42.4600W
SOYOT,MISSOURI,36-18-36.6400N 090-00-12.7400W
SOYOY,GEORGIA,34-36-32.1600N 084-58-41.0900W
SOYTO,ALABAMA,30-41-29.5700N 088-03-57.4100W
SOZIY,VIRGINIA,37-08-59.6800N 079-00-09.8200W
SOZKY,OREGON,RBG*D*271.63/26.40 OTH*D*096.07/12.00 43-20-35.9000N 123-54-45.9600W
SPAAD,FLORIDA,NQX*T*155.00/11.00 24-25-21.2000N 081-34-44.3500W
SPAAN,WASHINGTON,TCM*T* /5.83 TCM*LS*164.75 47-03-01.9000N 122-28-33.3100W
SPACS,FLORIDA,28-31-31.6900N 080-39-25.5300W
SPACX,CALIFORNIA,33-49-20.4200N 118-26-38.1800W
SPACY,OHIO,39-59-47.3700N 082-40-03.4000W
SPADA,COLORADO,JNC*D*113.07/21.00 38-50-34.9000N 108-26-23.5900W
SPADD,FLORIDA,SZW*C*153.81 PLQ*LD*094.48/3.68 30-23-30.6200N 084-17-19.6000W
SPADE,TEXAS,PVW*D*229.00 LBB*C*305.00/17.18 33-54-39.6900N 102-09-10.6400W
SPADO,OKLAHOMA,LAW*D*354.51/6.06 34-35-49.6700N 098-24-20.1700W
SPADZ,PENNSYLVANIA,40-10-22.3500N 079-54-09.6100W
SPAGS,MASSACHUSETTS,PUT*D*027.14 EKW*LD*108.85/6.41 42-15-36.4900N 071-44-54.1000W
SPAIR,ALASKA,60-37-10.7000N 154-20-43.9900W
SPAMS,OKLAHOMA,IRW*C*191.25/14.20 35-08-00.3400N 097-41-58.5400W
SPAMY,CALIFORNIA,39-12-02.3800N 122-35-27.7500W
SPANE,UTAH,MTU*D*255.47/65.38 FFU*C*099.53/20.00 40-07-49.6200N 111-32-54.1900W
SPANI,KANSAS,39-12-59.4200N 094-51-38.9600W
SPANZ,UTAH,40-40-58.1500N 109-13-22.8200W
SPARA,VIRGINIA,ORF*C*212.00/20.20 36-35-10.4400N 076-22-37.1900W
SPARE,TENNESSEE,36-37-02.9400N 086-54-06.5200W
SPARL,ALASKA,EEF*R*253.34 OCC*R*118.74 58-13-16.2400N 137-33-33.9500W
SPARO,ARKANSAS,TXK*C*060.15/62.04 ELD*D*339.79/40.29 33-54-39.3500N 092-55-41.9800W
SPARR,MICHIGAN,PLN*C*169.71/37.46 GLR*D*090.65/12.27 45-01-52.2900N 084-25-01.6900W
SPARS,TEXAS,NOG*T*317.00/1.20 27-54-40.0600N 098-03-23.4900W
SPARV,ALASKA,SQA*D*068.48/13.00 61-06-40.0000N 155-11-20.0100W
SPARX,ALASKA,61-28-21.1400N 158-33-29.5000W
SPARZ,FLORIDA,27-42-31.3700N 082-33-03.5900W
SPASE,HAWAII,21-26-15.6400N 157-47-06.7400W
SPATE,NEW YORK,40-31-21.9600N 074-07-30.4600W
SPATO,SOUTH CAROLINA,CHS*C*177.00/8.00 32-45-43.2400N 080-00-56.9100W
SPATS,NEVADA,ELY*D*353.15 BVL*C*259.92/38.89 LWL*D*128.00 40-44-40.6800N 114-36-34.6500W
SPATT,ALABAMA,GAD*D*231.00/28.80 ROE*LD*058.48/14.06 33-41-10.0800N 086-32-34.7700W
SPAYD,WEST VIRGINIA,APE*C*179.93/117.99 38-11-36.5600N 082-19-28.6900W
SPAZZ,COLORADO,39-02-39.0700N 104-44-12.9800W
SPCTR,MICHIGAN,41-56-39.1400N 085-47-28.5200W
SPDEY,OFFSHORE ATLANTIC,40-14-56.3800N 073-05-08.6900W
SPDWY,MAINE,44-02-24.1500N 070-17-51.4400W
SPEAK,MARYLAND,ENO*C*235.00/14.95 SIE*C*276.40/44.25 39-03-29.3100N 075-44-45.9400W
SPEAN,ILLINOIS,38-47-36.5700N 089-22-34.2200W
SPECL,NEW YORK,IGN*D*282.48/12.67 41-40-00.7700N 074-06-14.0300W
SPECO,FLORIDA,MCF*T*059.62/5.00 27-54-38.5300N 082-26-16.0100W
SPECT,MONTANA,45-20-00.3700N 109-27-47.9500W
SPEDI,WEST VIRGINIA,HVQ*D*288.14/6.06 38-22-33.6600N 081-53-37.9800W
SPEDY,NEW MEXICO,35-06-43.8200N 106-53-47.3600W
SPEED,OKLAHOMA,SPS*C*018.00/30.00 34-25-45.0900N 098-18-35.0700W
SPEEK,CALIFORNIA,34-44-02.2900N 120-24-35.7300W
SPEEL,VIRGINIA,PSK*C*246.71/25.04 BLF*D*180.00 36-52-56.4600N 081-09-59.7200W
SPEEZ,NEW JERSEY,PDP*LD*E CRS/5.95 39-54-04.6100N 075-05-40.8300W
SPEIL,NEVADA,40-46-28.5100N 115-22-00.9700W
SPEIR,PENNSYLVANIA,41-24-53.5800N 078-34-38.2200W
SPEKR,TEXAS,30-05-57.2900N 095-14-02.9900W
SPELT,KANSAS,HUT*D*292.45/17.96 SLN*C*206.00 38-07-47.4800N 098-16-25.4900W
SPEND,OREGON,42-01-14.7200N 122-34-05.0700W
SPENO,MASSACHUSETTS,GDM*D*209.00 CTR*D*103.82/35.43 RSR*LD*288.84/11.71 42-16-48.5500N 072-09-14.7000W
SPENT,KENTUCKY,CNG*D*041.48/10.06 37-07-41.8900N 088-41-24.0200W
SPENY,MAINE,44-54-34.5700N 070-33-06.8400W
SPERA,TEXAS,32-46-57.7500N 096-59-42.0500W
SPERG,CALIFORNIA,34-32-36.8900N 117-23-09.5800W
SPERO,TEXAS,27-44-21.1900N 097-22-15.1300W
SPERR,CALIFORNIA,35-17-00.0000N 121-08-00.0000W
SPERY,PENNSYLVANIA,PTW*C*231.18 LRP*D*104.00/26.08 MXE*C*354.10 40-04-50.4700N 075-43-37.6800W
SPHER,CALIFORNIA,40-27-31.6400N 123-52-10.9600W
SPHNX,MONTANA,45-19-59.8600N 111-39-13.6800W
SPICR,TEXAS,30-16-31.6400N 095-30-18.1000W
SPICY,KANSAS,PVL*LD*190.94/17.20 39-01-48.3200N 094-46-59.0300W
SPIDA,MINNESOTA,PKD*OD* /5.50 PKD*LS*131.07 46-50-02.6200N 094-58-31.9000W
SPIDE,WYOMING,DDY*D* /20.26 SYD*LS*211.89 42-49-34.3200N 106-33-46.1300W
SPIDR,VIRGINIA,37-38-43.7200N 077-51-10.2000W
SPIEK,UTAH,TCH*C*178.74/23.00 40-28-45.1700N 112-06-34.9000W
SPIFF,FLORIDA,27-48-52.3100N 080-17-47.7900W
SPIIN,SOUTH CAROLINA,34-34-08.3800N 082-14-37.0900W
SPIKR,GEORGIA,34-12-19.9600N 084-15-10.0500W
SPILL,LOUISIANA,30-08-22.2900N 091-47-00.5100W
SPILT,WISCONSIN,43-44-43.9000N 087-44-23.4200W
SPINA,KANSAS,37-51-41.2200N 097-16-34.9900W
SPINE,UTAH,41-02-49.6900N 111-24-14.4500W
SPINK,ARIZONA,33-26-07.9000N 113-56-46.5100W
SPINR,FLORIDA,ORL*C*062.46/9.00 28-36-43.8300N 081-11-02.0800W
SPINY,TEXAS,29-51-13.2900N 094-02-40.8000W
SPIRE,ALASKA,55-15-56.5500N 131-30-47.4600W
SPIRO,OKLAHOMA,FSM*C*232.00/15.00 35-15-33.0200N 094-31-59.5200W
SPIRY,OKLAHOMA,36-57-23.4800N 098-32-16.3800W
SPISY,MARYLAND,38-43-14.6900N 076-31-54.8300W
SPITE,IDAHO,46-44-21.1700N 116-51-50.1900W
SPITN,NORTH DAKOTA,48-15-05.6200N 101-00-34.1100W
SPITT,NORTH CAROLINA,ISO*C*090.00/8.00 35-22-56.9000N 077-23-45.2000W
SPKER,TENNESSEE,BNA*C*260.87/118.75 PXV*C*202.96/145.98 MEM*C*045.00/62.00 35-43-50.2500N 089-04-12.8200W
SPLAT,MARYLAND,BAL*C* /7.45 RUX*LS*155.22 39-04-02.8800N 076-34-22.5900W
SPLAY,ALASKA,64-49-50.9800N 150-56-24.8200W
SPLIT,ARIZONA,ARH*T*261.48/19.93 31-36-18.7200N 110-43-38.0000W
SPLNT,CALIFORNIA,35-05-15.0000N 120-22-21.5100W
SPLSH,FLORIDA,PAM*T*288.00/15.00 30-08-03.6100N 085-51-07.7400W
SPLTR,ARIZONA,34-09-39.3300N 109-28-06.6400W
SPLTZ,ARIZONA,31-55-29.1200N 110-56-43.9600W
SPNCE,ILLINOIS,JOT*D*003.98/15.92 DPA*D*145.26 GVK*LS*195.01 41-48-37.3800N 088-16-53.2000W
SPNCR,DELAWARE,39-43-09.9600N 075-40-10.7400W
SPNER,FLORIDA,26-25-43.7200N 080-01-19.4000W
SPNGS,NEW MEXICO,HMN*T*357.00/40.00 33-31-30.1000N 106-00-42.9400W
SPNKE,FLORIDA,26-24-18.9000N 081-47-50.7700W
SPNKS,VIRGINIA,37-17-21.3100N 079-33-17.1400W
SPNKY,ALABAMA,32-24-01.2700N 085-35-31.3300W
SPNSH,COLORADO,37-44-16.8800N 108-20-41.1500W
SPNSR,OREGON,42-50-54.1500N 122-52-22.1200W
SPOCC,OHIO,39-46-54.3300N 082-09-01.1400W
SPOCK,VIRGINIA,VJI*LE*NE CRS/3.00 36-42-40.9900N 081-59-18.7200W
SPODA,MINNESOTA,47-23-47.2200N 095-42-32.2000W
SPODE,MISSOURI,STL*C*193.00 FTZ*C*091.96/20.03 38-39-11.6900N 090-32-53.9600W
SPOIL,KANSAS,ICT*C*109.01 HOV*LS*016.00 37-40-59.3600N 097-25-26.2100W
SPOKE,MISSOURI,SGF*C*170.62/26.42 DGD*C*251.00 36-55-01.0200N 093-16-57.1700W
SPONG,GEORGIA,SAV*C*341.37/22.87 CHS*C*256.00 32-29-36.1300N 081-23-13.0300W
SPONJ,OFFSHORE PACIFIC,49-22-00.0000N 130-05-06.0000W
SPONS,NEBRASKA,BFF*C*357.70/16.65 AIA*D*273.00 42-10-00.6900N 103-24-45.9400W
SPOOF,OFFSHORE ATLANTIC,32-40-14.9300N 077-54-07.5400W
SPOOK,CALIFORNIA,HNW*D*086.48 LIN*D*029.00/48.34 FMG*C*192.00/60.91 SWR*D*163.56 38-37-57.0000N 120-15-51.4100W
SPOOL,OHIO,AIR*D*330.08/31.00 40-25-46.8700N 081-13-25.1400W
SPOON,NEVADA,AGY*LD*167.12/24.55 39-06-26.2000N 119-46-13.1200W
SPOOR,MINNESOTA,47-31-35.3000N 096-15-53.6900W
SPOTS,CALIFORNIA,PYE*D*249.00/46.00 38-01-20.0400N 123-50-08.5800W
SPOTZ,PENNSYLVANIA,40-45-55.0000N 075-22-59.0000W
SPOUN,FLORIDA,26-58-30.1800N 080-21-54.2300W
SPOUT,TEXAS,EIC*C*225.00/45.68 GGG*C*113.53/13.90 32-17-58.7600N 094-31-04.1300W
SPPAD,TEXAS,31-24-45.3000N 098-25-49.2000W
SPRAG,OREGON,LKV*C*254.00 DSD*C*170.55/104.38 LMT*C*351.26/22.93 42-31-53.5400N 121-39-11.7600W
SPRAT,VIRGINIA,ROA*D*038.99/17.76 LYH*D*309.00 37-35-09.6700N 079-51-24.6600W
SPRAY,ARKANSAS,RZC*C*080.15/12.64 HRO*D*260.69/31.63 36-16-03.5700N 093-51-44.3100W
SPREE,NEW YORK,FOK*LD*055.52/6.02 40-54-26.8200N 072-33-10.6300W
SPRER,MICHIGAN,42-38-51.7500N 083-11-59.0400W
SPRIG,MARYLAND,NHK*T*055.00/12.00 38-25-20.9300N 076-13-50.4400W
SPRIT,NEBRASKA,EAR*V*231.91 TKO*C*294.36 40-27-46.5200N 099-31-49.7100W
SPRKI,SOUTH CAROLINA,34-34-26.7000N 082-21-19.2000W
SPRKL,ALASKA,64-03-25.1500N 145-29-42.0400W
SPRKS,GEORGIA,OTK*D*342.00/25.00 VAD*T*317.46/18.20 31-10-21.9500N 083-26-45.0100W
SPRKT,COLORADO,39-57-46.5000N 107-31-56.6600W
SPRKY,ARIZONA,33-26-09.0100N 111-53-27.8200W
SPRNG,FLORIDA,30-00-12.7300N 082-41-22.4000W
SPRNT,KANSAS,TOP*C*124.31 MCI*C*190.44/34.00 38-44-18.2200N 094-55-47.5300W
SPROC,TENNESSEE,VXV*C*066.03/15.00 DKX*LC*080.18 36-01-05.0700N 083-37-12.2800W
SPROW,KENTUCKY,HYK*D*059.60/29.16 FLM*D*150.30/31.52 38-12-40.7100N 083-56-26.6300W
SPRRW,CALIFORNIA,33-54-14.7500N 118-42-51.9700W
SPRSC,KANSAS,TKO*C*078.00/27.73 39-49-15.5900N 097-39-37.7800W
SPRTS,MICHIGAN,42-06-27.2800N 083-16-28.7100W
SPRUC,OFFSHORE PACIFIC,53-00-00.0000N 175-00-00.0000W
SPRUE,DELAWARE,38-49-58.9600N 074-54-15.1200W
SPRUL,TEXAS,31-09-00.0000N 104-23-00.0000W
SPRUZ,NEVADA,BVL*C*255.31/53.14 40-40-43.0200N 114-55-13.3200W
SPRYS,WISCONSIN,GRB*C*001.63/24.64 44-57-55.2600N 088-10-05.9600W
SPTFR,ARIZONA,33-23-49.0000N 113-43-29.0000W
SPTNS,CALIFORNIA,37-19-39.7100N 121-47-12.9100W
SPUDD,MAINE,PQI*D*315.00/6.00 46-48-53.3400N 068-13-39.2200W
SPUDR,OHIO,CIZ*LD*006.20/20.79 39-22-20.2600N 084-38-42.6200W
SPUDS,PENNSYLVANIA,PTW*C*032.00/14.93 ETX*D*133.00/13.87 40-27-04.9100N 075-25-58.5600W
SPUKI,MINNESOTA,44-53-54.5900N 093-42-15.1000W
SPUMY,ALASKA,62-19-30.9200N 145-47-00.4300W
SPUNG,OFFSHORE PACIFIC,33-25-22.0000N 118-09-40.0000W
SPUNK,MONTANA,MSO*D*087.85/11.00 46-52-23.4100N 113-49-16.3400W
SPURN,MISSOURI,38-56-12.9300N 092-11-09.0700W
SPURR,FLORIDA,DDO*LD*185.47/6.39 28-19-54.0900N 081-17-41.2600W
SPURS,TEXAS,JCT*C*090.25/76.96 SAT*C*359.25/45.94 30-24-19.0500N 098-20-58.5700W
SPURT,NEW JERSEY,40-30-05.3700N 074-50-36.9900W
SPUTA,ALASKA,59-42-42.7300N 135-16-41.8800W
SPUUD,IDAHO,43-16-25.7400N 115-40-41.7100W
SPUUR,ALASKA,61-42-10.0000N 152-20-53.0000W
SPWAY,TEXAS,FZT*D*121.20/15.00 31-55-22.5200N 095-17-48.5400W
SPYDE,CALIFORNIA,33-33-04.0000N 117-56-02.0000W
SPYKE,CALIFORNIA,39-10-06.0000N 121-22-06.0000W
SPYKS,FLORIDA,27-08-54.3000N 080-22-32.3400W
SPYRS,INDIANA,SNU*LD*350.40/13.85 38-22-39.3000N 085-48-42.5100W
SPYSD,MASSACHUSETTS,42-26-58.4500N 071-01-37.2500W
SPYTR,MAINE,43-39-40.1700N 070-14-15.6900W
SPYVE,IOWA,41-21-36.6400N 095-48-41.0300W
SPYVY,ALASKA,OME*LD*278.74*W CRS/13.94 64-35-34.2200N 165-58-59.9500W
SQEAK,MINNESOTA,HIB*D*316.76/45.55 INL*D*176.31/41.83 FOZ*R*056.04 47-52-10.9700N 093-26-50.5500W
SQIDS,MONTANA,MSO*D*059.00/11.00 46-57-51.5200N 113-49-44.6700W
SQIRE,ARIZONA,36-02-47.7800N 111-38-01.4100W
SQIRL,CALIFORNIA,37-35-39.9500N 122-23-20.1300W
SQIRT,ILLINOIS,41-48-41.2500N 089-36-52.5200W
SQRIT,WASHINGTON,TCM*T*267.00/13.00 47-11-32.1900N 122-47-08.8600W
SQRLL,TEXAS,29-26-10.7900N 094-41-52.1200W
